road,ga_length,ga_start,ga_end,ga_k_end,ga_kind,ga_q,가로수길길이,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
송화택지로,36.964018,127.053374,36.964003,127.06883,은행+왕벚+이팝,343,1795,도로 좌우쪽으로 은행+왕벚+이팝나무가 심겨져 있어 아름다운 경관 연출,송화택지로,,평택 팽성읍 안정리 20-42~추팔공업단지사거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
송화택지로25번길,36.960753,127.061502,36.964311,127.060234,느티,78,318,도로 좌우쪽으로 느티나무가 심겨져 있어 아름다운 경관 연출,송화택지로25번길,,남산공원삼거리~GS25송화중앙점,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
부용로,36.961516,127.056568,36.965581,127.066912,왕벚,122,540,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,부용로,,성당사거리~칠칠현대오일뱅크,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
부용로55번길,36.992489,127.08578,36.967309,127.058194,왕벚,70,376,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,부용로55번길,,정원갈비~팽성우체국,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
부용로56번길,36.962939,127.06282,36.965052,127.06189,느티,70,310,도로 좌우쪽으로 느티나무가 심겨져 있어 아름다운 경관 연출,부용로56번길,,청담중학교~삼정아파트,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
팽성송화로,36.948045,127.052864,36.969797,127.069665,느티+은행+왕벚,402,2270,도로 좌우쪽으로 느티+은행+왕벚나무가 심겨져 있어 아름다운 경관 연출,팽성송화로,,송화사거리~객사삼거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
동서촌로,36.963217,127.05224,36.96975,127.069503,은행,71,410,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,동서촌로,,안정리사거리~팽성미곡처리장삼거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
안정쇼핑로,36.959003,127.043204,36.963234,127.05224,단풍+느티+소나무,49,487,도로 좌우쪽으로 단풍+느티+소나무나무가 심겨져 있어 아름다운 경관 연출,안정쇼핑로,,GS25안정로데오점~안정리사거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
팽성남산길,36.963596,127.065049,36.965583,127.066914,은행,13,156,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,팽성남산길,,평택 팽성읍 남산리 98-38~칠칠주유소삼거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
팽성남산1길,36.960226,127.06598,36.962014,127.06309,은행,5,25,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,팽성남산1길,,평택 팽성읍 남산리 170-6~평택 팽성읍 송화리 792,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
팽성남산4길,36.953662,127.070275,36.983473,127.062283,은행,39,335,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,팽성남산4길,,평택 팽성읍 남산리 산 18-5~내고향면옥,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
안정순환로267번길,36.961144,127.053169,36.96063,127.052032,왕벚,33,184,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,안정순환로267번길,,팽성국제교류센터~팽성국제교류센터,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
남산안길,36.95687,127.063057,36.953045,127.064254,왕벚,125,552,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,남산안길,,평택 팽성읍 남산리 590~평택 팽성읍 남산리 581,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
대사로,36.945325,127.053056,36.951324,127.079528,은행,30,406,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,대사로,,평택 팽성읍 남산리 산 42-16~평택 팽성읍 남산리 3-65,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
평궁길,36.976315,127.090669,36.975553,127.076512,은행,106,557,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,평궁길,,평택 팽성읍 평궁리 166-6~평궁사거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
대추길,36.94595,127.096094,36.948907,127.084182,왕벚,89,810,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,대추길,,평택 팽성읍 노와리 270-11~평택 팽성읍 노와리 산 61-1,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
계양로,36.94036,127.04807,36.935214,126.99077,왕벚+은행+느티,446,1129,도로 좌우쪽으로 왕벚+은행+느티나무가 심겨져 있어 아름다운 경관 연출,계양로,,석근삼거리~계양낚시터,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
두정2길,36.944859,127.026002,36.945089,127.022938,은행,6,30,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,두정2길,,두정보건진료소~두정맨션,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
팽성남로,36.942085,127.037722,36.960353,126.990314,왕벚,1554,5228,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,팽성남로,,두정교차로~평택 팽성읍 도두리 120-14,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
서동대로,36.978156,127.095511,36.99296,127.06001,메타세콰이아,664,3494,도로 좌우쪽으로 메타세콰이아나무가 심겨져 있어 아름다운 경관 연출,서동대로,,신대교~비전지하차도사거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
석근2길,36.935922,127.043501,36.938849,127.046504,은행+왕벚,9,25,도로 좌우쪽으로 은행+왕벚나무가 심겨져 있어 아름다운 경관 연출,석근2길,,평택 팽성읍 석근리 192-1~평택 팽성읍 석근리 261-1,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
팽성북로,36.975468,127.076555,36.972854,127.04027,왕벚,805,3508,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,팽성북로,,평궁사거리~원정삼거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
팽성서로,36.94606,127.014551,36.960997,127.001846,은행+왕벚,161,1161,도로 좌우쪽으로 은행+왕벚나무가 심겨져 있어 아름다운 경관 연출,팽성서로,,본정삼거리~평택 팽성읍 도두리 177-9,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
팽성대교길,36.962377,127.043202,36.977608,127.034332,왕벚,329,1705,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,팽성대교길,,안정3리사거리~팽성대교,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
내리길,36.969476,127.036847,36.974038,127.038497,왕벚,203,739,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,내리길,,동창리 40-6~대추리삼거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
안정순환로,36.952327,127.053089,36.958217,127.052709,왕벚,316,2098,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,안정순환로,,송화교차로~평택 팽성읍 송화리 80-12,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
중앙로,36.989943,127.12333,36.996191,127.084893,은행+중국단풍+느티,453,2620,도로 좌우쪽으로 은행+중국단풍+느티나무가 심겨져 있어 아름다운 경관 연출,중앙로,,평택소사 SK VIEW APT~평택시장로터리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
평택5로20번길,36.98826,127.111833,36.990158,127.113215,은행,74,382,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,평택5로20번길,,롯데마트평택점~KDB산업은행,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
평남로671번길,36.993949,127.11036,36.994508,127.110297,왕벚+은행,29,222,도로 좌우쪽으로 왕벚+은행나무가 심겨져 있어 아름다운 경관 연출,평남로671번길,,비전경남아너스빌101동~비전경남아너스빌112동,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
중앙2로,36.98797,127.104761,36.991143,127.084895,은행,272,514,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,중앙2로,,손부자갈비~평택역,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
평택4로,36.989175,127.098188,36.999679,127.104934,은행+느티,268,1317,도로 좌우쪽으로 은행+느티나무가 심겨져 있어 아름다운 경관 연출,평택4로,,합정초교삼거리~덕동사거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
평택3로,36.990007,127.09257,37.000076,127.097679,은행+느티,240,1036,도로 좌우쪽으로 은행+느티나무가 심겨져 있어 아름다운 경관 연출,평택3로,,신평동주민센터~비전스쿨 지역아동센터,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
평택2로,36.991177,127.084959,37.001435,127.097463,은행+이팝,188,1312,도로 좌우쪽으로 은행+이팝나무가 심겨져 있어 아름다운 경관 연출,평택2로,,평택역~한성아파트사거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
중앙1로,36.995874,127.0972,36.99936,127.082433,은행,121,519,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,중앙1로,,한광고등학교~세교동주민센터사거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
비전로,36.994805,127.098408,36.996487,127.090402,은행,44,167,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,비전로,,한별어린이집~평택소화유치원,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
"통미로41번길, 통미로42번길",36.990992,127.097375,36.992777,127.097828,은행,36,190,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,"통미로41번길, 통미로42번길",,주공3단지사거리~제창당한약방,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
어인남로,36.992807,127.097851,36.994946,127.101177,은행,106,537,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,어인남로,,홈엔스타일 성동럭키지물~평택아파트,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
평택1로,36.99116,127.084917,37.00277,127.090621,중국단풍+은행,171,1080,도로 좌우쪽으로 중국단풍+은행나무가 심겨져 있어 아름다운 경관 연출,평택1로,,평택역~검찰청입구사거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
평택로,36.988393,127.089986,37.011164,127.07266,은행+왕벚,268,3163,도로 좌우쪽으로 은행+왕벚나무가 심겨져 있어 아름다운 경관 연출,평택로,,롯데인벤스사거리~한신주유소삼거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
원평로,36.986965,127.08361,36.991225,127.073783,은행,26,714,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,원평로,,군문주공2단지아파트~평택 통복동 124-25,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
원평1로,36.987874,127.080932,36.991289,127.084927,은행,79,385,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,원평1로,,주민교회~평택역,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
통복고가로,36.993495,127.07735,36.997632,127.088188,은행,23,140,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,통복고가로,,SK엘투주유소~평택 통복동 16-1,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
만세로,37.010475,127.118849,37.033463,127.126156,이팝+양버즘,237,1485,도로 좌우쪽으로 이팝+양버즘나무가 심겨져 있어 아름다운 경관 연출,만세로,,반도유보라아이비파크~청룡교,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
죽백2길,37.011098,127.122706,37.011835,127.110971,은행,14,148,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,죽백2길,,평택 죽백동 338-15~남원골추어탕,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
죽백3로,36.997816,127.116357,37.005075,127.133669,느티+은행,234,1200,도로 좌우쪽으로 느티+은행나무가 심겨져 있어 아름다운 경관 연출,죽백3로,,시대한우리아파트~용이동성당,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
은실고가길,37.004662,127.077445,37.035173,127.070338,은행,290,998,도로 좌우쪽으로 은행나무가 심겨져 있어 아름다운 경관 연출,은실고가길,,은실교~평택공단사거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
잔다리2길,37.004081,127.079816,36.991214,127.091516,왕벚,27,308,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,잔다리2길,,평택농협 세교지점~서해방재,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
동삭로,36.99618,127.070482,36.998241,127.080432,왕벚,180,731,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출,동삭로,,평택 신대동 42-1~통복사거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
경기대로,36.97395,127.116011,37.003814,127.087507,느티+은행+왕벚,1263,6829,도로 좌우쪽으로 느티+은행+왕벚나무가 심겨져 있어 아름다운 경관 연출,경기대로,,장당삼거리~갈곶리삼거리,031-8024-4212,평택시청 산림녹지과,2019-04-01,3910000,경기도 평택시
